"UID_ANONYM_COVID","coco2_cal_SEXE","coco2_cal_AGE1","coco2_cal_AGE2","coco2_cal_DIPL","coco2_cal_ZEAT","coco2_q04","coco2_q06_1","coco2_q06_2","coco2_q06_3","coco2_q06_4","coco2_q06_5","coco2_q06_6","coco2_q06_7","coco2_q06_8","coco2_q06_9","coco2_q06_10","coco2_q07_1","coco2_q07_2","coco2_q07_3","coco2_q09","coco2_q10","coco2_q16","coco2_q17","coco2_q18","coco2_q19","coco2_q20","coco2_q21","coco2_q25_a","coco2_q38_modifie","coco2_q47","coco2_q51","coco2_q52_1","coco2_q52_2","coco2_q52_3","coco2_q52_4","coco2_q53_1","coco2_q53_2","coco2_q53_3","coco2_q54_1","coco2_q54_2","coco2_q54_3","coco2_q54_4","coco2_q54_5","coco2_q54_6","coco2_q54_7","coco2_q54_8","coco2_q54_bis_1","coco2_q54_bis_2","coco2_q54_bis_3","coco2_q54_bis_4","coco2_q54_bis_5","coco2_q54_bis_6","coco2_q54_bis_7","coco2_q59_1","coco2_q59_2","coco2_q59_3","coco2_q59_4","coco2_q59_5","coco2_q59_6","coco2_q59_7","coco2_q59_8","coco2_q59_9","coco2_q64","coco2_q68","coco2_q79","coco2_q92","coco2_q93_1","coco2_q93_2","coco2_q93_3","coco2_q93_4","coco2_q93_5","coco2_q94","coco2_q95_1","coco2_q95_2","coco2_q95_3","coco2_q95_4","coco2_q95_5","coco2_q95_6","coco2_q96_1","coco2_q96_2","coco2_q96_3","coco2_q96_4","coco2_q96_5","coco2_q96_6","coco2_q96_7","coco2_q96_8","coco2_q96_9","coco2_q97","coco2_q98","coco2_q99_1","coco2_q99_2","coco2_q99_3","coco2_Bloc2_DO_exp1_gpe","coco2_exp1_gpe_a","coco2_exp1_gpe_b","coco2_q100","coco2_q101","coco2_q102","coco2_q103_1","coco2_q103_2","coco2_q103_3","coco2_q104_1","coco2_q104_2","coco2_q104_3","coco2_q105_1","coco2_q105_2","coco2_q105_3","coco2_q106_1","coco2_q106_2","coco2_q106_3","coco2_q107_1","coco2_q107_2","coco2_q107_3","coco2_q107_4","coco2_q107_5","coco2_q107_6","coco2_q107_7","coco2_q107_8","coco2_q108_1_1","coco2_q108_2_1","coco2_q108_3_1","coco2_q108_4_1","coco2_q108_5_1","coco2_q108_6_1","coco2_q108_7_1","coco2_q109_1","coco2_q109_2","coco2_q109_3","coco2_q109_4","coco2_q109_5","coco2_q109_6","coco2_q109_7","coco2_q109_8","coco2_q110_1","coco2_q110_2","coco2_q110_3","coco2_q111_1","coco2_q111_2","coco2_q111_3","coco2_q111_4","coco2_q111_5","coco2_q111_6","coco2_q112_1","coco2_q112_2","coco2_q112_3","coco2_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco2_POIDS","coco2_PDSPLT","coco2_cal_NAT","coco2_POIDS_INIT","coco2_PDSPLT_INIT"
520,1,4,4,4,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,4,1,4,2,3,2,1,5,4,5,5,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,7,2,7,3,1,4,1,2,7,1,1,1,2,2,2,70,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,6666,1,5,5,5,2,3,4,2,2,3,2,1,2,2,1,2,2,2,1,2,2,1,2,2,6666,6666,1,6666,6666,1,6666,3,6,4,3,3,1,4,4,1,4,1,2,2,3,3,4,2,1,1,4,0.773992889069924,0.73992823002299,0.774490424744628,9999,1,10,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,1,3,6,5,3,1,1,2,1,6,66,1,6,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,13,9,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,1,4,3,2,2,4,2,2,2,2,1,1,1,1,2,6,1,3,36,3,3,4,2018,2,111,8,7,0.380481578286051,"NA",1,0.432907703,"NA"
521,2,4,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,4,3,2,3,3,3,6,3,3,5,5,3,5,4,4,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,7,1,8,2,3,2,8,4,5,6666,2,2,2,2,1,6666,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,6666,2,6,6,3,3,1,5,2,2,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.583578705920503,0.533305643639338,0.53627413759426,0.506644630236403,2,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,8,6,66,1,6,6,6,6,66,66,66,11,6,6,1,1,2,6,6,3,2,4,2,2,3,3,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,11,10,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,1,2,4,2,1,3,2,1,1,3,4,2,2,4,2,2,2,1,2,1,1,1,2,2,3,3,31,3,666,1,2019,1,111,10,8,0.364575550539002,"NA",1,0.496740401,"NA"
522,1,6,6,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,2,3,6666,3,5,2,4,2,2,6,4,2,5,5,2,5,3,2,2,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,4,1,1,1,5,2,5,6666,2,1,2,2,2,6666,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,6666,2,5,5,5,4,4,2,2,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,9999,0.84231265464136,0.826348252629378,0.723224774339801,1,14,3,2,9,2,6,5,2,4,1,1,77,6,6,6,6,6,11,5,6,66,6,6,7,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,1,1,1,2,1,1,6,66,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,99,3,1,1,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,3,2,1,3,2,2,4,4,2,2,3,4,1,2,1,1,1,2,1,1,2,5,2,2,666,666,666,1,2019,3,111,9,7,0.0770578507071738,"0,628581775924602",3,0.138810695,"0,590475514"
525,1,3,3,2,6,2,2,1,2,2,1,2,2,2,2,2,1,2,2,3,6666,3,3,3,4,2,4,1,1,2,1,5,5,5,5,3,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,1,1,2,7,2,3,4,1,3,0,1,1,1,1,2,2,66,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,3,2,2,2,1,2,6666,1,5,2,3,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,1,1,2,2,2,6666,6666,6666,1,1,6666,6666,3,4,4,4,6,6,5,5,1,4,1,2,3,3,4,4,4,1,1,4,0.612605976041236,0.7511553797917,0.76752528962362,0.815206925106399,1,9,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,7,2,2,7,6,6,1,1,1,2,1,6,6,6,1,1,6,66,66,4,1,6,6,4,3,2,6,6,2,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,11,4,1,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,3,7,2,2,51,5,5,4,2019,6,400,0,0,1.15364440494455,"NA",1,0.877933256,"NA"
528,2,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,2,6,4,3,5,5,5,4,4,1,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,6,3,1,6,6,2,5,6666,1,1,2,2,2,75,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,6666,8,2,4,2,5,5,2,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.669372806722956,0.682390423260483,0.761999675368443,0.706557832561646,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,7,2,6,66,2,6,2,6,66,9,6,66,2,6,6,6,6,66,66,66,1,6,1,1,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,10,9,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,1,3,2,2,2,1,2,2,2,4,1,1,2,2,2,2,1,2,1,1,2,5,2,4,10,1,666,1,2019,2,120,0,0,0.359259049699954,"NA",1,0.588662885,"NA"
533,2,3,3,4,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,3,6666,2,3,3,3,2,3,3,3,2,1,5,4,5,4,5,4,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,7,1,7,2,7,3,3,3,7,3,1,2,2,2,2,2,1,6666,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,6666,5,5,5,3,5,5,3,6666,6666,2,1,2,1,2,2,2,2,1,1,2,2,2,2,6666,6666,1,1,6666,6666,6666,5,5,5,5,3,5,5,3,5,5,3,6666,6666,6666,6666,6666,6666,1,5,5,0.505852470228487,0.605717518101009,0.516235704519256,9999,2,9,1,1,6,2,6,5,2,3,2,3,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,6,4,6,3,3,1,2,3,3,2,3,1,4,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,7,3,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,1,2,2,1,2,3,2,2,2,1,2,2,1,2,2,1,2,2,1,3,5,46,4,666,2,2018,2,111,8,7,0.382774805952271,"NA",1,0.397558258,"NA"
534,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,4,2,4,2,4,1,4,2,5,5,4,5,4,6,6,6,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,7,3,1,4,5,2,1,1,1,1,2,2,2,65,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,3,2,1,2,2,1,2,6666,5,5,6,2,1,5,1,2,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.788544079316553,0.59647020520058,0.523888618362591,0.201468957795146,2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,4,2,4,6,6,1,1,6,66,66,3,6,6,6,1,1,1,3,1,2,6,66,1,6,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,10,1,1,1,2,1,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,8,1,2,2,2,2,1,2,2,2,1,1,2,1,3,7,2,3,46,4,4,1,2019,5,112,9,2,0.0479380902264857,"0,351709845613273",1,0.076209377,"0,454330917"
535,1,4,4,3,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,3,2,1,4,3,4,3,4,4,4,3,5,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,3,4,2,7,2,6,2,3,4,1,2,7,1,1,1,2,2,2,65,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,6666,5,5,5,5,5,1,6666,6666,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,6666,6666,6666,1,1,6666,6666,2,5,3,3,3,4,5,5,1,5,5,2,3,4,4,4,2,2,1,5,0.7057038383567,0.749866597893636,0.706557832561646,0.74464495486796,1,9,1,1,6,2,6,3,1,3,2,6,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,1,6,6,4,1,6,66,3,66,2,2,6,4,3,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,4,1,3,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,7,2,3,47,4,4,4,2019,4,111,7,6,0.630892519324241,"NA",1,0.769986931,"NA"
536,2,5,5,2,5,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,1,4,2,5,5,4,5,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,3,2,5,7,2,5,1,1,1,2,2,2,75,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,6666,1,8,5,5,4,5,5,4,6666,6666,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6,6,6,6,3,6,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.840146349672006,0.79292217224937,0.819469777627383,0.832648305725895,2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,7,2,5,11,2,2,2,2,6,4,6,5,6,6,6,6,6,66,66,4,11,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,9,1,1,1,1,2,2,2,4,1,2,2,2,2,2,2,2,2,1,3,2,3,1,3,2,2,3,3,5,2,2,1,2,2,2,1,2,2,1,1,1,3,2,2,46,4,3,3,2019,5,211,2,3,0.389928009914394,"0,842977001567214",1,0.591812912,"0,938652958"
538,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,4,4,3,2,3,1,4,5,5,5,5,5,4,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,3,8,2,7,2,1,4,5,4,5,1,1,1,1,2,2,70,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,3,2,1,1,1,2,6666,2,5,5,5,4,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.478289852372007,0.82866182548226,0.371657051520128,0.678475139550303,2,9,1,1,6,2,6,3,1,3,2,2,1,6,6,6,6,6,5,1,2,6,6,6,1,1,1,5,2,5,6,6,1,1,6,66,2,66,11,4,6,2,1,2,6,6,2,6,66,1,4,5,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,11,8,1,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,3,1,2,2,3,2,2,2,3,1,1,1,2,2,1,2,2,2,1,1,2,3,5,2,1,55,5,6,3,2019,2,112,6,0,1.10998904967448,"0,733804992214954",1,0.660662333,"0,586907559"
539,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,5,5,2,4,2,3,2,1,2,5,5,5,5,5,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,2,6,2,2,3,4,2,4,1,1,2,2,2,2,80,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6666,5,5,5,2,1,5,1,4,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.838107536387003,0.435969482442573,0.540555560140747,0.523888618362591,1,11,1,1,6,2,6,2,1,2,2,7,1,6,6,6,6,6,6,2,2,6,6,6,1,1,1,5,1,5,6,6,1,1,6,66,2,66,11,1,6,1,1,2,6,6,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,1,1,2,3,1,2,1,2,2,2,2,2,2,2,1,2,3,2,1,2,2,1,1,2,5,5,1,2,2,2,1,2,1,2,1,3,5,2,4,61,6,5,1,2019,2,300,0,0,1.1469882964978,"NA",1,1.417388815,"NA"
540,1,5,5,4,8,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,6666,5,5,2,4,2,3,2,4,4,5,5,4,5,1,1,4,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,2,2,4,5,2,5,1,2,1,1,2,2,6666,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,6666,2,1,2,2,5,5,4,6666,6666,5,1,2,2,2,1,2,2,2,2,2,2,1,2,2,6666,6666,6666,6666,6666,1,6666,5,3,6,5,6,1,6,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.824269172464248,0.92470920478096,0.83952678072789,0.847768433157537,1,13,2,3,6,1,2,4,1,1,2,7,3,2,6,6,6,6,11,5,1,5,2,6,2,1,1,4,6,2,6,6,6,6,6,66,66,6,9,6,6,4,1,1,3,4,1,6,66,1,5,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,10,3,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,3,2,4,2,2,1,3,1,1,2,1,1,2,2,2,1,1,1,2,2,7,2,1,41,4,5,4,2019,8,111,9,7,1.21031041082739,"NA",2,1.166736123,"NA"
541,2,3,3,4,7,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,6666,4,4,2,4,3,2,6,3,2,5,5,5,5,4,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,6,1,1,2,3,4,7,2,8,6666,1,1,1,2,2,75,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,3,2,2,2,2,6666,1,5,5,3,1,5,5,1,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.669372806722956,0.331161378433813,0.489289909735921,0.401286558877985,2,9,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,2,1,2,5,66,6,4,6,1,1,2,6,6,2,6,66,1,4,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,2,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,3,1,2,2,3,2,2,2,3,1,1,1,1,2,1,2,2,2,2,1,2,4,5,3,2,36,3,666,1,2019,7,112,7,0,0.365877156655159,"NA",1,0.283554644,"NA"
543,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,2,2,1,2,1,5,4,5,4,4,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,4,4,3,3,8,3,2,2,4,2,5,3,2,2,1,2,2,6666,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,6666,1,6,5,5,1,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,1,2,2,2,2,6666,6666,6666,2,6666,6666,6666,5,5,5,5,5,4,5,4,1,4,1,1,1,4,3,4,4,1,1,3,0.709366913447573,0.749144196100028,0.488634456613543,0.901750121736834,1,6,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,7,2,2,7,6,6,1,1,1,6,8,4,6,6,5,1,6,66,3,66,2,3,6,4,3,1,2,3,2,6,66,1,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,99,3,1,3,3,2,3,2,4,2,6,6,6,6,6,6,6,6,6,1,8,4,1,1,8,8,1,3,2,3,1,1,1,2,2,1,2,2,1,1,4,5,2,2,47,4,5,4,2019,2,212,2,0,1.79645237643865,"NA",1,1.137448547,"NA"
544,2,5,5,2,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,6666,2,2,3,3,3,1,6,4,2,5,5,1,5,1,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,3,1,7,10,2,5,6666,1,1,1,2,2,9999,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,4,2,2,2,2,6666,1,5,1,4,3,4,5,5,5,6666,2,2,1,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.362655267223206,0.318898358637581,0.516235704519256,0.52095661766931,2,12,1,1,6,2,6,1,2,3,2,7,6,6,6,6,1,6,7,2,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,3,5,6,6,1,1,2,6,6,3,1,5,2,4,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,99,3,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,3,4,1,2,2,5,1,2,2,1,1,1,2,1,4,5,2,2,54,5,666,1,2019,4,111,8,7,0.627858951957786,"NA",1,0.943167988,"NA"
547,2,5,5,2,6,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,3,2,4,2,5,5,2,5,3,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,1,1,1,2,7,2,5,5,5,2,8,1,1,1,2,2,2,70,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,3,2,1,1,2,2,6666,1,5,5,5,1,5,5,2,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.691865474433946,0.781381554246746,0.733503627344981,0.478148582212942,2,12,1,1,6,2,6,4,1,1,2,4,6,6,6,6,1,1,7,2,3,9,2,2,2,2,6,9,6,5,1,6,6,6,6,66,66,66,1,6,6,2,1,1,3,1,1,6,66,1,5,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,10,6,1,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,1,2,2,2,1,4,1,2,1,2,2,2,1,2,2,1,1,2,4,3,1,20,2,3,3,2019,6,112,6,0,0.544612047689798,"NA",1,0.9110933,"NA"
550,2,6,6,1,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,3,4,1,4,3,5,5,4,4,4,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,1,1,1,6,1,3,2,9,5,2,5,1,2,2,2,2,1,6666,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,6666,5,5,5,4,3,5,4,1,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.714358142144936,0.620170540967805,0.548240799584031,0.523888618362591,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,5,1,3,9,2,2,2,2,6,6,6,6,6,6,6,6,6,66,6,66,7,1,6,2,1,2,6,6,3,1,5,2,5,4,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,5,1,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,2,2,2,3,1,1,1,1,2,2,2,1,2,1,1,1,2,8,2,2,55,5,5,3,2019,4,112,9,3,0.107337347676561,"2,16807825990896",1,0.113613169,"3,517591935"
552,2,5,5,2,8,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,2,4,2,5,5,5,4,3,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,1,2,4,5,8,2,3,1,2,2,2,2,1,6666,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,3,2,2,2,1,1,6666,5,5,5,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.840146349672006,0.7511553797917,0.74464495486796,0.74464495486796,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,4,1,2,6,2,2,2,2,6,3,6,1,6,6,6,6,6,66,66,1,11,6,6,3,1,2,6,6,3,2,4,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,12,7,1,2,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,1,3,2,3,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,3,2,2,2,51,5,4,4,2019,8,111,7,5,1.00978416283848,"NA",1,1.558462615,"NA"
