"UID_ANONYM_COVID","coco6_Q04","coco6_Q05_c","coco6_Q189","coco6_Q190","coco6_Q191","coco6_Q09","coco6_Q188","coco6_Q11_1","coco6_Q11_2","coco6_Q11_3","coco6_Q12","coco6_Q14","coco6_Q192","coco6_Q193","coco6_q194_1","coco6_q194_2","coco6_q194_3","coco6_Q16","coco6_Q17","coco6_Q18","coco6_Q19","coco6_Q20","coco6_Q21","coco6_Q195","coco6_Q196","coco6_Q197","coco6_Q198","coco6_Q199","coco6_Q200_1","coco6_Q200_2","coco6_Q200_3","coco6_Q200_4","coco6_Q23","coco6_Q24_1","coco6_Q24_2","coco6_Q24_3","coco6_Q24_4","coco6_Q24_5","coco6_Q24_6","coco6_Q24_7","coco6_Q25","coco6_Q62mod","coco6_Q63mod","coco6_Q170mod_1","coco6_Q170mod_2","coco6_Q170mod_3","coco6_Q170mod_4","coco6_Q170mod_5","coco6_Q64mod","coco6_Q201_1","coco6_Q201_2","coco6_Q201_3","coco6_Q201_4","coco6_Q201_5","coco6_Q124","coco6_Q32mod","coco6_Q37_recod","coco6_Q126mod_1","coco6_Q126mod_2","coco6_Q126mod_3","coco6_Q126mod_4","coco6_Q126mod_5","coco6_Q126mod_6","coco6_Q127mod_1","coco6_Q127mod_2","coco6_Q127mod_3","coco6_Q127mod_4","coco6_Q127mod_5","coco6_Q127mod_6","coco6_Q38","coco6_Q41_1","coco6_Q41_2","coco6_Q41_3","coco6_Q41_4","coco6_Q41_5","coco6_Q41_6","coco6_Q202","coco6_Q130","coco6_Q131","coco6_Q32CONJOINT","coco6_Q133_recod","coco6_Q134","coco6_Q132_1","coco6_Q132_2","coco6_Q132_3","coco6_Q132_4","coco6_Q132_5","coco6_Q132_6","coco6_Q132_7","coco6_Q28mod_CORR","coco6_Q29mod","coco6_Q30mod","coco6_Q203","coco6_Q204","coco6_Q205_1","coco6_Q205_2","coco6_Q205_3","coco6_Q205_4","coco6_q59_2","coco6_q59_3","coco6_q59_4","coco6_q59_5","coco6_q59_6","coco6_q59_7","coco6_q59_8","coco6_q59_9","coco6_q60_1","coco6_q60_2","coco6_q60_3","coco6_q60_4","coco6_q60_5","coco6_q60_6","coco6_q135_1","coco6_q135_2","coco6_q135_3","coco6_q136_1","coco6_q136_2","coco6_q136_3","coco6_q137_1","coco6_q137_2","coco6_q137_3","coco6_q138_1","coco6_q138_2","coco6_q138_3","coco6_q139_1","coco6_q139_2","coco6_q139_3","coco6_q140_1","coco6_q140_2","coco6_q140_3","coco6_Q47","coco6_q103mod_1","coco6_q103mod_2","coco6_q103mod_3","coco6_q52_1","coco6_q52_2","coco6_q52_3","coco6_q52_4","coco6_q53_1","coco6_q53_2","coco6_q53_3","coco6_Q54_1","coco6_Q54_2","coco6_Q54_3","coco6_Q54_4","coco6_Q54_5","coco6_Q54_6","coco6_Q54_7","coco6_Q54_8","coco6_Q54_bis_1","coco6_Q54_bis_2","coco6_Q54_bis_3","coco6_Q54_bis_4","coco6_Q54_bis_5","coco6_Q54_bis_6","coco6_Q54_bis_7","coco6_q112mod_1","coco6_q112mod_2","coco6_q112mod_3","coco6_Q51","coco6_Q206_1","coco6_Q206_2","coco6_Q206_3","coco6_Q206_4","coco6_Q206_5","coco6_Q206_A","coco6_Q206_B","coco6_Q206_C","coco6_Q206_D","coco6_Q206_E","coco6_Q207_1","coco6_Q207_2","coco6_Q207_3","coco6_Q65","coco6_Q209_1","coco6_Q209_2","coco6_Q209_3","coco6_Q209_4","coco6_Q212_1","coco6_Q212_2","coco6_Q212_3","coco6_Q212_4","coco6_Q212_5","coco6_Q68","coco6_q83_1","coco6_q83_2","coco6_q83_3","coco6_q83_4","coco6_q83_5","coco6_q83_6","coco6_q83_7","coco6_q83_8","coco6_q83_9","coco6_q83_10","coco6_Q79","coco6_Q210","coco6_q143_1","coco6_q143_2","coco6_q143_3","coco6_q143_4","coco6_q143_5","coco6_q143_6","coco6_q143_7","coco6_q143_8","coco6_q143_9","coco6_Q211_ALEA","coco6_Q211","coco6_Q211_bis","coco6_q150_1","coco6_q150_2","coco6_q150_3","coco6_q150_4","coco6_q150_5","coco6_q150_6","coco6_q150_7","coco6_Q213","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","eayy_VAGUE","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_coco6","PDSPLT_coco6"
62,3,8,2,6666,6666,2,3,2,1,2,2,0,2,0,2,3,3,2,3,4,2,4,2,3,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,7,3,2,2,2,2,1,1,6,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,5,4,6666,6666,6666,2,2,2,2,2,2,1,1,3,3,4,1,2,2,2,1,3,1,8,1,6,4,2,5,3,3,3,4,3,4,2,6666,3,1,6666,4,1,6666,3,1,6666,3,1,6666,3,4,6666,4,4,2,5,5,4,5,4,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6666,5,2,3,2,4,1,2,10,11,6666,1,11,4,2,3,2,2,2,2,3,2,2,2,2,1,3,1,1,2,2,1,2,2,2,1,1,5,2,3,2,2,2,2,2,2,2,3,2,6666,2,5,5,5,5,2,1,5,4,4,120,0,0,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,8,3,4,10,6,6,1,1,1,9,6,5,2,6,6,6,6,66,66,66,5,6,6,4,3,2,6,6,1,6,66,1,5,5,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,12,6,1,1,2,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,1,2,2,2,3,2,2,2,2,2,2,1,4,1,2,2,2,1,1,2,1,3,7,3,5,20,2,3,4,2019,0.215367424,"0,775789301",2,1,3,3,3,4,0.207240483,"0,846871538"
107,1,1,2,6666,6666,3,6666,2,1,2,5,0,2,1,1,2,1,5,5,2,5,1,4,10,2,2,2,3,1,2,3,3,4,1,1,2,2,2,2,2,2,3,3,2,1,2,1,2,7,1,2,1,2,1,4,1,6,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,9,2,1,6,2,1,1,2,2,1,2,2,5,3,5,4,1,2,2,2,1,5,1,5,2,7,3,2,2,3,2,2,3,4,4,1,3,4,3,3,4,3,3,4,3,4,4,2,3,4,3,3,4,4,4,5,5,4,5,4,5,5,5,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,5,1,4,1,3,4,1,6666,7,1,6666,5,2,2,4,1,4,4,3,4,1,2,2,2,2,3,2,2,1,1,1,3,2,4,1,1,8,2,1,1,2,2,3,3,2,3,2,2,6666,1,3,5,5,3,3,3,4,2,6,111,9,7,2,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,2,5,6,6,1,1,6,66,5,66,11,4,6,4,3,1,2,3,2,6,66,1,7,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,13,9,1,1,1,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,3,3,2,2,2,1,1,3,3,4,3,4,2,2,2,1,1,2,1,2,3,3,2,2,36,3,3,4,2018,0.507092732,"0,44724597",2,1,3,3,4,6,0.414388974,"0,456466252"
688,2,8888,2,6666,6666,3,6666,2,2,1,6666,6666,2,0,3,3,3,3,3,3,3,3,3,5,2,1,1,2,2,2,2,3,4,1,1,2,2,2,2,2,3,4,2,2,1,1,2,2,8,3,2,1,1,1,4,1,6,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,7,4,1,6,1,2,2,2,2,1,2,2,4,6,5,4,1,1,2,2,2,5,9,9,2,7,3,3,4,3,2,3,3,3,3,2,2,4,2,2,2,2,3,4,2,4,4,1,2,4,2,2,4,4,5,5,5,5,4,4,3,1,6,6,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,5,1,3,3,2,1,2,6,5,7,3,11,3,2,3,9999,5,4,2,5,2,2,2,2,1,3,1,1,3,2,4,2,1,1,1,1,5,1,3,3,2,4,1,1,4,3,3,2,6666,2,5,5,4,2,1,1,1,4,2,120,0,0,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,1,1,6,6,1,7,77,3,1,66,6,6,2,2,3,3,66,4,10,6,6,4,2,2,6,6,2,6,66,1,5,5,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,77,99,3,3,3,3,3,3,2,2,1,1,2,1,2,2,2,2,2,2,4,1,2,2,1,2,2,3,2,2,1,2,1,1,1,2,2,2,1,4,1,3,5,4,4,51,5,66,4,2018,0.309837413,"0,681496375",2,1,4,4,3,2,0.242370336,"0,735276604"
1648,1,4,2,6666,6666,3,6666,2,1,2,1,0,2,0,2,2,2,4,5,1,5,2,3,9,2,2,3,2,2,2,2,4,1,9999,9999,9999,9999,9999,9999,9999,6666,2,2,2,1,1,2,2,3,4,3,2,1,1,4,6,6666,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,6666,6666,6666,2,2,1,1,2,2,2,2,3,2,6666,1,2,2,2,1,2,2,1,3,7,6,3,5,3,2,2,4,4,3,3,6666,4,2,6666,4,3,6666,4,3,6666,4,3,6666,4,4,6666,4,3,5,5,5,4,5,5,5,6,6,6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,6666,6666,6666,6666,3,3,2,1,1,10,8,3,6,2,2,2,3,1,4,3,3,2,2,2,2,2,1,2,1,1,1,2,2,2,3,3,1,1,5,3,3,3,3,3,2,2,2,2,3,1,2,6666,4,4,4,4,4,4,4,2,8,111,9,7,1,14,1,1,6,2,6,5,2,3,2,2,8,3,6,6,1,6,11,5,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,6,88,6,6,1,1,2,6,6,1,6,66,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,10,9,1,1,2,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,4,1,1,2,4,2,9,2,4,2,2,1,1,1,1,2,1,2,7,2,2,32,3,666,1,2019,0.169729853,"0,338458708",1,1,6,6,4,8,0.136462264,"0,153078025"
446,2,6,2,6666,6666,3,6666,2,2,1,6666,6666,2,0,2,2,3,4,5,2,4,2,2,7,2,2,2,2,3,1,3,2,3,2,1,2,2,2,2,1,1,2,3,2,1,2,2,2,7,2,1,1,1,1,4,1,6,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,7,4,6666,6666,6666,1,1,1,2,1,2,2,3,3,4,4,1,2,2,2,1,3,1,7,1,8,2,2,2,3,2,4,3,4,4,1,6666,4,1,6666,4,1,6666,4,4,6666,4,1,6666,4,1,6666,4,4,1,5,5,5,5,5,5,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,6666,5,1,3,1,4,3,4,1,7,6666,1,6666,2,2,3,1,4,4,4,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,3,3,2,1,2,6666,3,5,5,5,3,2,4,4,2,111,9,7,1,8,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,6,9,6,6,3,3,1,2,3,2,6,66,1,7,4,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,1,1,2,2,2,4,1,2,2,2,2,2,1,2,2,2,3,2,2,1,3,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,3,4,2,4,32,3,666,2,2019,0.037007868,"0,402513781",1,1,3,3,4,2,0.041391173,"0,320062516"
1228,2,9,2,6666,6666,3,6666,2,2,1,6666,6666,2,0,2,4,4,3,4,2,3,2,3,7,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,3,2,1,1,1,4,1,6,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,7,4,1,6,1,1,1,1,2,1,1,2,2,3,1,2,1,2,2,2,1,1,7,7,1,6,3,1,4,2,1,1,3,3,4,2,3,4,2,2,4,1,4,4,1,4,4,1,2,4,2,2,4,3,1,5,5,5,5,4,3,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,4,4,2,2,1,6666,6666,9,12,10,2,2,4,3,5,5,5,5,2,2,2,2,1,3,2,2,4,2,1,4,4,4,2,1,5,1,3,9999,3,3,3,3,4,4,4,2,6666,2,2,5,5,3,4,4,5,4,7,112,8,2,2,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,8,3,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,2,66,11,2,6,1,1,2,6,6,3,1,1,2,2,4,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,8,2,1,2,1,1,3,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,2,4,2,1,2,5,2,2,2,1,2,1,2,1,2,6,2,5,61,6,4,1,2019,1.267404689,"0,721608522",2,1,3,3,3,7,1.40326243,"1,163027069"
9,2,8888,2,6666,6666,2,2,2,2,1,6666,6666,2,0,2,2,1,4,5,2,4,2,3,8,2,2,3,3,2,2,2,3,5,1,1,2,2,2,2,2,1,2,3,2,2,2,1,2,7,1,1,1,2,2,4,1,6,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,6,4,1,6,1,1,2,2,2,2,2,2,4,6,6,3,1,2,2,2,1,4,1,7,2,7,2,1,4,2,3,3,3,4,4,3,1,3,1,3,4,3,1,4,4,1,4,3,3,3,3,3,4,4,1,5,5,5,5,5,5,4,4,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,5,3,4,3,3,1,3,6666,7,9,2,11,2,2,4,2,4,3,2,2,2,2,2,2,1,2,1,1,3,2,1,4,4,2,1,1,7,3,2,3,3,3,2,2,3,2,3,2,6666,1,3,5,4,4,2,2,3,2,2,112,9,0,1,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,1,2,1,6,6,1,1,6,66,66,5,11,6,6,5,3,2,6,6,2,6,66,1,8,3,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,12,7,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,1,3,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,8,2,3,51,5,4,4,2019,0.035905221,"0,402513781",1,1,3,3,4,2,0.040157925,"0,320062516"
1643,1,9,2,6666,6666,3,6666,2,2,1,6666,6666,2,0,2,3,2,3,5,2,5,2,3,9,2,2,3,3,3,3,2,3,2,1,2,2,2,2,2,2,1,1,3,2,2,2,2,1,8,1,1,2,2,2,3,6,6666,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,6,6666,6666,1,2,2,2,2,2,2,4,3,1,4,1,2,2,2,1,1,2,1,4,7,2,3,4,2,2,3,2,4,4,3,2,4,2,3,4,4,2,4,4,2,4,3,2,4,2,2,4,4,4,5,5,4,4,3,3,3,4,5,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,6666,6666,6666,6666,1,1,4,1,2,1,8,6666,1,1,1,2,2,1,5,5,5,3,2,1,2,2,2,2,1,2,2,2,1,3,3,3,1,1,8,1,1,2,3,3,1,2,2,2,4,1,2,6666,2,4,3,3,2,2,4,1,5,112,4,0,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,2,7,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,6,4,6,2,1,1,2,1,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,13,10,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,1,1,2,1,3,2,2,2,2,2,2,1,2,1,2,1,1,7,2,4,36,3,5,3,2017,0.421327768,"0,579104339",1,1,6,6,4,5,0.265907488,"0,249096521"
59,2,8,2,6666,6666,2,2,1,1,2,12,0,2,0,2,3,3,2,3,4,3,4,3,7,2,1,2,2,1,1,1,1,4,1,1,2,2,2,2,1,3,4,2,2,2,2,2,1,7,2,1,1,1,1,4,1,1,2,2,2,2,2,1,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,6666,2,7,3,1,1,6666,2,2,1,1,2,2,2,4,5,3,4,2,2,2,2,1,3,1,8,1,6,4,1,3,3,2,3,2,4,4,2,2,4,2,2,4,2,2,4,1,4,4,2,3,4,1,3,4,4,2,5,5,3,5,3,4,6,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,5,4,4,3,1,2,6666,6666,7,9,11,2,2,3,2,2,2,4,5,2,2,2,2,1,2,1,2,2,1,1,3,3,2,1,1,3,1,1,2,2,4,2,2,2,3,3,2,6666,2,4,5,3,5,3,4,4,2,8,112,9,0,1,9,1,1,6,2,6,3,1,3,2,3,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,4,2,1,6,6,1,1,6,66,66,3,7,6,6,3,2,1,1,2,2,6,66,1,5,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,3,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,4,2,3,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,7,2,4,46,4,3,4,2019,2.400760679,"1,858308426",1,1,4,4,3,8,2.644631928,"1,783555487"
1240,3,7777,2,6666,6666,2,3,1,2,2,2,0,2,0,3,4,3,2,3,4,3,3,4,6,2,1,2,2,3,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,8,4,4,1,1,1,4,6,6666,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,6,6666,6666,1,2,1,2,2,2,2,3,4,1,2,2,2,2,2,1,1,3,1,1,6,2,1,4,3,1,2,3,1,4,2,3,4,2,3,4,1,3,4,1,4,4,2,3,9999,3,1,9999,3,5,5,5,4,5,4,5,6,3,6,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,6666,6666,6666,6666,4,4,1,1,4,6666,6666,7,2,6666,2,2,3,2,4,4,2,4,2,2,2,2,1,2,1,1,2,1,1,4,4,4,1,3,1,1,2,3,3,3,2,4,3,3,3,1,1,6666,2,4,4,5,2,3,3,2,7,112,9,4,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,2,5,1,4,10,2,2,2,2,6,1,6,66,6,6,6,6,6,66,66,4,11,6,6,2,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,77,99,3,1,2,1,2,2,1,3,2,6,6,6,6,6,6,6,6,6,4,2,3,2,3,1,2,2,2,1,2,1,4,2,2,2,1,2,1,4,1,3,7,3,5,41,4,666,3,2019,0.147143888,"3,467750474",2,1,6,6,1,7,0.174568337,"3,235258804"
1478,1,9,2,6666,6666,3,6666,2,1,2,1,0,2,0,2,4,2,4,4,2,5,3,2,5,3,3,3,3,2,1,3,4,2,2,2,1,2,2,2,2,1,3,2,2,2,2,2,1,6,1,1,1,1,2,4,1,6,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,4,9999,4,6666,6666,6666,1,2,2,2,2,2,2,4,4,3,4,1,1,1,2,2,1,4,8,2,6,3,2,4,2,3,4,2,4,4,2,6666,2,1,6666,4,2,6666,2,4,6666,4,3,6666,2,1,6666,4,4,1,5,5,4,4,4,5,5,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,6666,6666,6666,6666,2,4,3,2,1,1,6666,7,1,2,3,2,3,1,2,2,3,4,1,2,2,2,2,4,2,2,3,2,3,3,4,4,2,2,5,2,3,1,3,3,1,2,2,4,2,2,6666,2,2,5,3,4,3,3,4,2,8,111,9,7,1,8,1,1,6,2,6,3,2,3,2,2,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,2,66,1,3,6,2,1,2,6,6,1,6,66,1,6,5,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,11,8,1,1,2,1,2,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,2,2,2,1,2,1,1,1,2,9,1,1,61,6,666,2,2019,1.091646193,"0,770269977",1,1,3,3,3,8,1.398040713,"0,997787512"
361,1,5,1,1,0,1,2,1,2,2,1,0,1,1,1,2,1,3,4,2,3,2,4,8,2,2,2,2,2,2,2,4,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,5,3,3,2,3,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,2,9,3,6666,6666,6666,1,1,1,2,2,1,2,3,4,4,3,1,2,2,2,1,6,1,7,2,8,2,2,2,1,1,1,4,4,3,1,6666,3,1,6666,3,1,6666,4,1,6666,4,1,6666,3,3,6666,4,2,1,5,5,4,4,4,4,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,6666,4,1,4,3,4,4,2,6666,4,6666,6666,11,3,3,4,1,3,3,3,3,2,2,2,2,1,2,1,1,2,2,2,2,4,2,1,1,5,2,1,2,3,3,3,4,4,9999,2,1,2,6666,6,5,4,4,6,6,6,1,2,112,9,1,2,8,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,2,2,66,6,6,1,2,1,5,66,6,10,6,6,4,4,2,6,6,3,2,4,1,4,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,10,4,1,2,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,2,2,4,5,3,2,2,4,2,2,2,1,1,2,2,2,3,5,1,3,41,4,666,2,2019,0.151412569,"0,420099448",2,1,3,3,3,2,0.13769846,"0,611738161"
1140,2,5,2,6666,6666,3,6666,2,1,2,1,0,2,0,2,4,1,3,5,2,5,2,3,7,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,1,1,3,2,2,2,2,2,1,5,1,1,2,3,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,4,5,3,1,6,1,1,1,2,2,2,2,2,3,4,2,2,2,2,2,2,1,5,2,6,2,7,2,2,3,3,2,1,3,4,3,2,3,4,2,3,4,2,3,4,4,4,4,3,3,4,3,3,4,4,2,5,5,2,5,4,5,6,5,6,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,4,3,4,4,2,6666,12,6666,6666,8,3,2,4,3,5,5,5,5,2,1,2,2,2,3,3,2,2,1,1,4,3,4,1,1,8,2,2,2,2,1,4,4,4,9999,4,2,6666,2,1,5,5,6,4,5,5,4,6,111,9,7,2,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,9,6,2,1,6,6,6,6,66,66,66,10,6,6,3,2,2,6,6,2,6,66,1,3,3,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,11,7,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,1,2,2,1,1,3,3,2,2,2,2,2,1,1,1,2,2,1,4,8,2,3,41,4,3,4,2018,0.570612636,"0,509595264",2,1,2,2,4,6,0.68857064,"0,635268102"
410,3,8,1,2,0,3,6666,1,1,2,1,0,2,0,2,3,2,4,4,3,4,3,3,8,2,2,2,2,3,2,3,2,3,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,6,3,2,1,1,1,4,1,6,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,3,8,2,1,6,1,1,2,2,2,1,1,2,5,4,4,4,1,2,2,1,2,1,1,8,1,7,2,1,4,2,2,3,3,4,4,2,2,4,2,2,4,2,2,4,2,2,4,3,2,4,2,3,4,4,2,1,5,4,5,5,4,4,4,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,4,3,2,1,1,6666,3,4,2,1,2,2,4,1,5,5,4,5,2,2,2,2,1,2,2,1,2,3,1,2,3,3,3,1,7,1,2,2,2,3,2,3,3,3,3,2,6666,2,3,5,5,4,3,4,4,4,6,111,9,7,1,12,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,3,9,6,6,1,1,1,1,2,2,6,6,1,1,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,12,10,1,1,1,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,1,2,2,3,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,5,4,5,32,3,5,3,2019,2.034310019,"1,514061423",1,1,1,2,3,6,2.753071019,"11,29280294"
