"UID_ANONYM_COVID","coco3_cal_AGE1","coco3_cal_AGE2","coco3_cal_DIPL","coco3_cal_SEXE","coco3_cal_ZEAT","coco3_q04","coco3_q06_1","coco3_q06_10","coco3_q06_2","coco3_q06_3","coco3_q06_4","coco3_q06_5","coco3_q06_6","coco3_q06_7","coco3_q06_8","coco3_q06_9","coco3_q07_1","coco3_q07_2","coco3_q07_3","coco3_q09","coco3_q10","coco3_q16","coco3_q17","coco3_q18","coco3_q19","coco3_q20","coco3_q21","coco3_q25_a","coco3_q37","coco3_q38_modifie_bis","coco3_q41_1","coco3_q41_2","coco3_q41_3","coco3_q41_4","coco3_q41_5","coco3_q41_6","coco3_q46_modifie_1","coco3_q46_modifie_2","coco3_q46_modifie_3","coco3_q46_modifie_4","coco3_q47","coco3_q51","coco3_q52_1","coco3_q52_2","coco3_q52_3","coco3_q52_4","coco3_q53_1","coco3_q53_2","coco3_q53_3","coco3_q54_1","coco3_q54_2","coco3_q54_3","coco3_q54_4","coco3_q54_5","coco3_q54_6","coco3_q54_7","coco3_q54_8","coco3_q54_bis_1","coco3_q54_bis_2","coco3_q54_bis_3","coco3_q54_bis_4","coco3_q54_bis_5","coco3_q54_bis_6","coco3_q54_bis_7","coco3_q59_1","coco3_q59_2","coco3_q59_3","coco3_q59_4","coco3_q59_5","coco3_q59_6","coco3_q59_7","coco3_q59_8","coco3_q59_9","coco3_q60_3","coco3_q60_5","coco3_q60_6","coco3_q64","coco3_q68","coco3_q79","coco3_q113","coco3_q114","coco3_q115","coco3_q116_1","coco3_q116_2","coco3_q116_3","coco3_q116_4","coco3_q116_5","coco3_q116_6","coco3_q117","coco3_q118_1","coco3_q118_2","coco3_q118_3","coco3_q118_4","coco3_q118_5","coco3_q118_6","coco3_q119","coco3_q120_1","coco3_q120_2","coco3_q120_3","coco3_q120_4","coco3_q120_5","coco3_q120_6","coco3_q120_7","coco3_q120_8","coco3_q121_1","coco3_q121_10","coco3_q121_2","coco3_q121_3","coco3_q121_4","coco3_q121_5","coco3_q121_6","coco3_q121_7","coco3_q121_8","coco3_q121_9","coco3_q122_1","coco3_q122_2","coco3_q122_3","coco3_q122_4","coco3_q122_5","coco3_q122_6","coco3_q122_7","coco3_q122_8","coco3_q122_9","coco3_q122_10","coco3_q122_11","coco3_q123","coco3_q124","coco3_q125_1","coco3_q125_2","coco3_q125_3","coco3_q125_4","coco3_q125_5","coco3_q126_1","coco3_q126_2","coco3_q126_3","coco3_q126_4","coco3_q126_5","coco3_q126_6","coco3_q127_1","coco3_q127_2","coco3_q127_3","coco3_q127_4","coco3_q127_5","coco3_q127_6","coco3_q128","coco3_q129","coco3_q130","coco3_q131","coco3_q132_1","coco3_q132_2","coco3_q132_3","coco3_q132_4","coco3_q132_5","coco3_q132_6","coco3_q132_7","coco3_q133","coco3_q134","coco3_q135_1","coco3_q135_2","coco3_q135_3","coco3_q136_1","coco3_q136_2","coco3_q136_3","coco3_q137_1","coco3_q137_2","coco3_q137_3","coco3_q138_1","coco3_q138_2","coco3_q138_3","coco3_q139_1","coco3_q139_2","coco3_q139_3","coco3_q140_1","coco3_q140_2","coco3_q140_3","coco3_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco3_POIDS","coco3_PDSPLT","coco3_cal_NAT","coco3_POIDS_INIT","coco3_PDSPLT_INIT"
439,4,4,1,2,7,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,2,2,2,2,2,2,3,6,1,2,2,2,2,2,1,2,2,2,1,3,5,5,3,5,5,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,8,3,2,1,2,4,4,9,2,9,2,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,3,4,4,3,2,4,4,4,4,4,2,6666,2,2,6666,6666,6666,6666,6666,6666,1,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,1,2,2,2,6,6,9,4,2,2,2,2,2,2,1,8,6666,1,6666,3,1,6666,1,1,6666,2,3,6666,2,1,6666,3,3,6666,3,0.451854801658372,0.1955213112738,0.370959643895689,0.51488628266605,2,11,1,9,6,2,6,7,3,6,6,66,7,3,6,6,2,6,1,1,6,66,2,6,2,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,2,1,2,6,6,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,1,2,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,1,3,2,4,2,2,3,1,1,1,1,5,2,2,1,2,2,1,2,1,3,6,4,5,666,666,666,2,2019,7,120,0,3,1.09287338587731,"1,98135372318936",1,0.713050836,"1,295686707"
442,4,4,1,2,8,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,4,4,2,3,1,4,1,2,2,2,2,1,2,1,2,2,2,2,5,5,3,5,3,6,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,8,1,7,2,4,2,3,4,4,8,4,5,1,4,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,4,1,2,4,4,4,4,3,1,6666,2,2,6666,6666,6666,6666,2,6666,2,2,1,2,3,2,3,4,2,2,2,2,2,1,2,1,2,2,2,2,1,4,8,4,1,2,2,2,2,2,2,6,1,3,2,4,3,3,4,1,4,4,1,4,4,1,4,4,3,2,4,0.618114991100143,0.729626284964954,0.798842605966068,0.51071009026408,2,9,1,1,6,2,6,3,1,3,2,5,1,6,6,6,6,6,1,1,2,6,6,6,1,1,1,5,1,5,6,6,1,1,6,66,4,66,11,4,6,2,1,2,6,6,2,6,66,1,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,9,1,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,4,5,3,5,46,4,6,3,2019,8,112,6,2,2.78543169633855,"NA",1,1.945369274,"NA"
443,5,5,1,2,5,3,2,2,2,1,2,2,1,1,2,2,2,2,1,3,6666,2,1,5,2,4,3,2,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,1,5,5,2,5,1,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,4,9,3,4,2,10,4,0,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,4,4,4,4,4,4,2,4,6666,6666,6666,6666,6666,6666,6666,2,6666,6666,1,4,1,2,2,3,3,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,2,2,2,2,0,6666,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,0.187527683093574,0.477636229344213,0.409528211307632,0.314862347966513,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,1,1,1,4,2,2,2,2,6,6,6,5,6,6,6,6,6,66,1,66,11,1,6,3,1,1,3,2,3,1,5,1,4,5,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,8,3,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,7,3,3,2,1,2,2,3,2,4,1,1,4,2,2,2,1,2,1,2,1,3,2,4,5,56,5,6,4,2019,5,300,0,3,1.08155299075578,"2,91315483520756",1,1.234167356,"3,517591935"
444,5,5,3,2,8,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,2,6,0,6666,6666,6666,6666,6666,6666,6666,2,2,2,1,2,5,4,3,5,3,3,3,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,6,2,4,5,2,4,4,6,4,5,3,3,2,6666,6666,6666,6666,6666,6666,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,3,1,3,4,3,4,4,4,3,4,1,1,6666,2,6666,6666,6666,2,6666,1,2,2,1,3,3,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,0.502468437834432,0.574256441716914,0.417397087669778,0.637456016550707,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,4,66,2,2,6,1,1,1,3,1,1,6,66,1,3,1,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,3,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,2,2,4,1,1,2,1,2,2,2,2,1,1,1,1,3,2,2,5,48,4,666,1,2019,8,111,9,7,0.58343886755845,"NA",1,1.111731007,"NA"
445,3,3,3,2,5,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,6666,3,5,3,4,2,3,3,6,1,1,1,2,2,2,2,1,2,2,2,4,2,5,5,4,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,7,2,7,2,2,4,2,4,4,6,3,3,2,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,3,3,3,4,4,4,3,4,6666,2,2,2,6666,6666,6666,2,6666,6666,1,3,1,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,6,4,2,2,2,2,2,2,1,6,1,2,3,3,1,4,4,1,4,4,1,4,4,2,3,3,3,3,4,0.72054106176528,0.55460649702305,0.800086797674758,0.76752528962362,2,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,1,5,6,6,1,1,6,66,4,66,11,4,6,4,2,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,11,5,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,1,2,3,3,2,2,2,2,2,2,1,1,2,1,2,4,5,2,2,41,4,4,4,2019,5,111,6,4,0.727354251120123,"NA",1,0.818049152,"NA"
446,3,3,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,2,2,2,6,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,1,5,3,5,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,5,1,6,1,8,2,2,3,3,4,4,7,2,3,5,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,1,2,2,2,2,2,3,3,2,4,4,4,4,4,1,4,2,2,6666,6666,6666,6666,6666,1,6666,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,6666,6666,6666,6666,6666,6666,1,5,6666,3,1,2,1,2,1,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,4,6666,4,1,6666,4,1,6666,4,0.778666617146599,0.611518548469554,0.658876197078866,0.693595266981944,1,8,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,6,9,6,6,3,3,1,2,3,2,6,66,1,7,4,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,1,1,2,2,2,4,1,2,2,2,2,2,1,2,2,2,3,2,2,1,3,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,3,4,2,4,32,3,666,2,2019,2,111,9,7,0.047097032004189,"0,276387068396319",1,0.037007868,"0,402513781"
448,1,1,2,2,6,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,2,3,4,3,3,3,3,6,1,2,2,2,2,2,1,2,2,1,2,4,5,5,5,5,4,6,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,4,2,8,4,4,2,4,4,4,9,4,5,3,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,3,3,3,4,4,3,3,1,6666,1,1,2,6666,6666,2,1,1,6666,2,3,1,4,3,3,4,1,2,2,2,2,2,1,2,1,2,2,2,2,1,5,8,3,2,2,2,2,2,2,1,8,6666,2,6666,2,2,6666,3,1,6666,3,1,6666,3,2,6666,3,3,6666,2,0.444342882453114,0.369046010271854,0.293442167438354,0.404218559571266,2,11,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,6,2,6,66,6,6,1,6,66,5,2,66,6,6,2,1,6,66,6,66,7,2,6,3,2,2,6,6,3,2,4,1,4,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,7,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,3,2,2,1,1,2,2,1,2,2,2,1,2,2,3,9,3,5,55,5,666,2,2019,6,400,0,0,11.0718823007938,"NA",1,2.254018585,"NA"
449,6,6,4,1,6,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,2,3,2,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,4,3,5,3,4,4,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,1,4,7,2,1,5,1,4,4,6,2,2,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,3,4,6666,6666,6666,6666,6666,6666,6666,1,6666,6666,2,2,1,4,4,3,3,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,2,2,2,2,1,0,6666,2,3,4,1,4,4,4,1,4,4,4,4,2,2,4,1,3,4,0.832648305725895,0.792171196621714,0.730984981663819,0.706557832561646,1,14,3,2,9,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,8,4,6,2,1,2,6,6,1,6,66,1,6,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,10,1,2,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,2,1,2,6,1,1,2,1,1,2,2,2,1,1,2,1,2,7,2,2,36,3,4,3,2019,6,400,0,0,0.114004548412705,"NA",3,0.265937379,"NA"
450,5,5,2,1,5,2,1,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,2,2,3,2,4,2,3,0,6666,6666,6666,6666,6666,6666,6666,2,2,1,2,2,5,5,5,4,3,3,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,3,7,2,1,2,4,4,4,9,3,1,4,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,1,2,1,2,1,2,1,2,4,1,3,4,4,3,4,4,1,4,6666,2,6666,6666,2,6666,6666,2,6666,2,1,2,1,3,1,3,3,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,2,2,0,6666,3,2,4,3,2,4,3,2,4,3,2,4,1,3,4,1,4,4,0.328696329187403,0.68123860003618,0.731466426769448,0.731466426769448,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,3,1,1,7,2,1,5,2,2,2,2,8,2,6,2,6,6,6,6,6,66,66,5,11,6,6,2,1,1,3,1,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,9,5,1,1,1,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1,3,2,3,2,1,2,1,1,1,1,9,9,1,1,2,2,1,2,1,2,1,2,5,3,2,41,4,5,3,2019,5,211,1,3,0.466992105949602,"NA",3,0.849674482,"NA"
451,4,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,3,5,2,9999,2,6,1,1,2,2,2,2,2,9999,9999,9999,9999,4,5,5,4,5,4,5,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,3,4,3,7,3,1,4,2,4,4,2,2,0,3,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,2,1,4,3,4,2,4,4,2,1,2,6666,2,6666,2,6666,6666,1,1,1,2,2,1,3,3,2,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,3,8,4,1,1,1,1,2,2,2,6,3,3,2,4,1,4,4,4,1,4,4,1,4,3,2,4,2,2,4,9999,0.617987972077373,0.815206925106399,0.815206925106399,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,3,8,6,6,1,1,1,1,2,2,6,6,1,1,6,66,66,5,11,6,6,1,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,10,1,1,1,1,1,2,2,6,2,6,6,6,6,6,6,6,6,6,1,3,3,2,2,1,1,2,4,2,1,2,1,2,2,1,1,1,1,1,1,3,3,2,2,47,4,5,1,2019,2,111,7,5,0.991946916600003,"NA",1,1.06505804,"NA"
454,4,4,4,1,5,3,2,2,1,1,1,2,2,2,2,2,1,2,2,3,6666,1,1,4,1,5,2,5,4,1,2,2,2,1,1,2,2,2,2,1,4,1,4,5,4,5,4,4,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,6,4,6,5,5,3,1,3,2,4,4,10,2,10,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,4,3,3,4,3,4,4,6666,6666,6666,1,1,6666,2,6666,6666,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,1,2,2,1,2,1,3,3,4,2,2,1,1,2,2,2,4,6666,3,1,4,2,2,4,4,1,4,3,2,4,2,2,3,3,3,4,0.0947614645835225,0.399848703576988,0.456728401684783,0.401286558877985,1,10,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,2,6,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,1,3,6,3,2,2,6,6,2,6,66,1,4,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,5,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,3,0,3,1,47,4,6,4,2019,5,112,7,0,0.0325273915444851,"0,504962685694286",1,0.035905221,"0,487587258"
455,3,3,3,2,8,4,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,4,3,3,1,3,3,6666,6666,6666,6666,6666,6666,6666,2,1,2,2,2,4,5,4,5,5,1,4,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,6,6,1,2,4,3,3,5,3,1,3,8,4,0,1,3,2,6666,6666,6666,6666,6666,6666,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,4,1,3,3,4,4,2,3,4,1,6666,2,2,6666,6666,2,2,6666,2,2,1,2,1,4,4,3,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,1,4,6666,1,1,2,2,2,2,1,2,8,6666,1,6666,4,4,6666,4,1,6666,4,2,6666,4,1,6666,4,3,6666,4,0.319703622392975,0.557508013490836,0.620005694807821,0.66236461075851,2,9,1,1,6,2,6,1,3,6,6,66,8,3,6,6,1,6,10,4,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,6,6,6,2,2,1,1,2,3,2,4,2,2,3,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,5,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,3,1,1,10,3,5,41,4,666,2,2019,8,111,9,7,0.578648117148796,"NA",1,0.580966932,"NA"
457,4,4,3,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,6666,3,4,3,3,2,3,2,6,3,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,5,4,4,3,5,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,7,1,6,2,2,2,2,4,4,6,2,2,2,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,1,2,2,2,2,2,4,4,4,3,3,4,4,3,3,4,6666,6666,2,1,6666,6666,2,2,6666,6666,2,2,1,3,4,2,3,4,2,2,2,2,2,1,2,2,2,2,2,1,1,4,8,2,1,1,2,2,2,1,2,4,6666,1,3,4,3,2,2,1,4,4,1,4,4,1,4,4,3,1,3,0.617417583475703,0.381339917158773,0.452584534882761,0.478148582212942,2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,2,6,6,6,1,1,1,4,2,5,6,6,1,2,1,6,66,4,7,6,6,3,1,2,6,6,1,6,66,1,6,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,12,9,2,1,2,2,1,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,1,3,2,1,1,1,2,2,2,1,1,1,2,1,3,3,3,3,46,4,3,4,2019,4,120,0,0,0.715378865350927,"NA",1,1.118314899,"NA"
458,5,5,4,2,6,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,4,1,6,1,2,2,2,2,2,1,1,2,2,2,4,5,3,5,5,2,2,3,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,9,5,1,4,1,3,2,4,3,3,3,5,3,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,2,4,4,4,4,4,3,1,4,6666,6666,6666,6666,6666,6666,2,1,6666,1,2,2,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,5,10,4,1,1,2,2,2,1,2,8,6666,3,6666,3,3,6666,3,3,6666,3,4,6666,4,2,6666,2,2,6666,2,0.914928649835346,0.622195099454518,0.497627163407971,0.846308278930036,2,12,1,1,6,2,6,7,3,6,6,66,3,6,3,6,6,6,9,3,6,66,1,6,1,6,66,6,2,66,6,6,1,2,5,6,6,66,11,1,6,1,1,1,2,1,3,2,4,1,4,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,6,4,1,2,2,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,1,4,4,1,2,1,1,1,3,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,61,6,666,1,2019,6,300,0,0,0.20461532589169,"NA",1,0.450428942,"NA"
461,5,5,2,2,5,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,4,3,3,2,3,3,1,6,3,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,5,5,4,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,2,7,2,1,4,1,4,4,4,2,2,2,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,4,4,1,4,4,4,4,2,4,2,6666,2,6666,6666,6666,6666,2,6666,6666,1,3,1,3,2,3,9999,4,2,2,2,2,2,1,2,2,2,2,2,1,1,3,6,2,1,2,2,2,2,2,2,6,1,1,4,4,4,1,4,1,4,4,1,4,4,1,3,4,2,2,4,0.50876849093095,0.482768581538833,0.422922701924955,0.469906929783295,2,12,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,7,2,4,10,6,6,1,1,1,1,2,2,6,6,1,1,6,66,66,5,6,6,6,2,1,1,2,1,2,6,66,1,4,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,5,2,1,1,1,3,3,2,5,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,2,1,2,3,5,2,2,41,4,3,3,2019,5,211,4,4,0.414712390275109,"NA",1,0.706087479,"NA"
462,3,3,3,2,8,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,3,3,3,4,4,6666,6666,6666,6666,6666,6666,1,2,2,2,2,3,5,5,5,2,1,1,4,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,6,1,1,1,8,3,1,3,1,2,3,7,2,8,1,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,2,2,4,2,2,4,4,4,2,2,1,6666,1,1,6666,6666,6666,1,2,1,2,3,1,1,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,5,10,4,1,2,1,2,2,2,2,5,6666,3,2,4,3,2,4,1,4,4,4,4,4,2,3,4,4,1,4,0.794561183419581,9999,0.939837244043148,0.961912877693685,2,7,1,1,6,1,2,4,1,1,2,5,1,6,6,6,6,6,9,3,1,1,6,6,1,1,1,5,2,88,6,6,2,2,3,5,6,66,11,3,6,6,4,1,3,4,3,1,5,2,6,3,4,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,10,2,1,1,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,3,3,1,3,5,1,2,2,2,1,1,4,2,3,3,1,2,54,5,6,4,2019,8,111,6,5,0.0357619123965242,"3,01414364157244",1,0.035905221,"1,716670863"
