"UID_ANONYM_COVID","coco4_cal_AGE1","coco4_cal_AGE2","coco4_cal_DIPL","coco4_cal_SEXE","coco4_cal_ZEAT","coco4_q04","coco4_q05_c","coco4_q06_1","coco4_q06_2","coco4_q06_3","coco4_q06_4","coco4_q06_5","coco4_q06_6","coco4_q06_7","coco4_q06_8","coco4_q06_9","coco4_q06_10","coco4_q07_1","coco4_q07_2","coco4_q07_3","coco4_q09","coco4_q10","coco4_q16","coco4_q17","coco4_q18","coco4_q19","coco4_q20","coco4_q21","coco4_q25_a","coco4_q38_modifie","coco4_q62_modifie","coco4_q63_modifie","coco4_q64_modifie","coco4_q68","coco4_q79","coco4_q125_modifie_1","coco4_q125_modifie_2","coco4_q125_modifie_3","coco4_q125_modifie_4","coco4_q125_modifie_5","coco4_q141","coco4_q142_1","coco4_q142_2","coco4_q142_3","coco4_q142_4","coco4_q143_1","coco4_q143_2","coco4_q143_3","coco4_q143_4","coco4_q143_5","coco4_q143_6","coco4_q143_7","coco4_q143_8","coco4_q143_9","coco4_q144","coco4_q145","coco4_experience_1_DO","coco4_q146","coco4_q147","coco4_q148","coco4_q149","coco4_q150_1","coco4_q150_2","coco4_q150_3","coco4_q150_4","coco4_q150_5","coco4_q150_6","coco4_q150_7","coco4_q151_1_c","coco4_q151_2_c","coco4_q151_3_c","coco4_q151_4_c","coco4_q151_5_c","coco4_q151_6_c","coco4_q152","coco4_q153_1","coco4_q153_2","coco4_q153_3","coco4_q153_4","coco4_q153_5","coco4_q153_6","coco4_q154_1","coco4_q154_2","coco4_q154_3","coco4_q154_4","coco4_q154_5","coco4_q155_1","coco4_q155_2","coco4_q155_3","coco4_q155_4","coco4_q155_5","coco4_q155_6","coco4_q155_7","coco4_q155_8","coco4_q155_9","coco4_q155_10","coco4_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","POIDS_coco4","PDSPLT_coco4","coco4_cal_NAT","POIDS_INIT_coco4","PDSPLT_INIT_coco4"
498,5,5,2,1,2,2,8,2,1,1,2,2,2,1,2,2,2,1,2,2,3,6666,3,2,4,2,3,3,2,4,4,2,7,2,8,3,3,3,3,3,1,1,2,2,2,2,2,2,2,3,2,2,2,3,1,2,1,1,6666,6666,2,4,5,4,4,3,3,3,1200,800,1200,1300,1600,1200,5,3,3,3,3,3,3,4,2,3,3,3,5,3,5,6,5,3,5,3,3,1,0.373780912214675,0.315134861884813,0.295479368013888,0.295479368013888,1,12,1,1,6,2,6,2,1,2,2,7,6,6,6,6,1,6,6,2,3,8,2,6,2,1,1,5,6,1,6,6,6,6,6,66,2,66,1,3,6,2,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,11,8,1,1,1,2,2,2,1,4,2,6,6,6,6,6,6,6,6,6,4,1,3,2,3,1,1,2,2,3,2,4,4,2,2,2,2,1,1,3,1,1,5,3,4,61,6,5,3,2019,2,211,2,3,0.953866753490425,"NA",1,1.20708967,"NA"
499,4,4,3,2,5,3,7,1,1,2,1,1,2,1,2,2,2,1,2,2,3,6666,3,3,3,3,3,2,6,4,2,2,3,3,7,3,9999,9999,9999,9999,2,1,2,2,2,3,2,4,1,1,2,4,4,2,1,2,3,6666,6666,1,2,5,5,4,4,3,3,5,700,700,1000,900,1200,1100,9999,3,3,3,3,3,3,1,1,1,1,1,5,4,3,3,4,4,7,6,4,5,0.489289909735921,0,0.131616087419427,0.170840107953748,2,11,1,1,6,2,6,5,3,6,6,66,8,3,6,6,1,6,7,2,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,3,5,6,6,1,1,2,6,6,3,2,4,3,3,5,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,6,4,1,1,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,2,3,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,3,0,5,5,46,4,666,1,2019,5,120,0,0,0.260052277854636,"NA",1,0.372523155,"NA"
502,3,3,3,1,5,2,8888,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,4,3,2,3,2,1,1,3,6,2,7,2,2,2,2,3,1,1,1,1,2,2,3,2,3,2,3,2,3,4,1,2,2,6666,1,6666,1,3,5,5,5,3,2,2,1300,1250,900,1600,2100,1450,3,2,3,2,1,2,2,2,4,4,4,4,4,5,6,4,6,4,4,1,4,4,0.514991512810566,0.408641199388808,0.571677547326054,0.514991512810566,1,8,1,1,6,2,6,2,1,2,2,3,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,5,6,6,1,1,6,66,6,66,7,4,6,5,4,2,6,6,2,6,66,1,6,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,6,1,1,2,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,5,2,4,46,4,5,4,2019,5,112,7,4,0.985406709868358,"NA",1,0.853958623,"NA"
503,5,5,4,1,1,2,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,3,3,2,4,4,2,4,1,7,3,3,3,3,3,1,2,2,2,1,2,4,4,3,3,3,2,1,3,1,1,1,1,6666,6666,1,3,3,3,3,3,3,2,1200,1500,1500,1800,2000,1200,5,3,3,2,2,2,3,2,2,2,4,4,3,2,5,4,4,5,4,2,4,4,0.706557832561646,0.68123860003618,0.673996324510508,0.658876197078866,1,12,1,1,6,2,6,7,2,3,2,4,6,6,6,6,1,6,11,5,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,8,4,6,1,1,2,6,6,1,6,66,2,3,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,11,9,1,1,2,1,2,1,1,3,1,2,2,2,2,1,2,2,2,2,1,3,3,2,2,2,2,2,4,5,4,4,4,2,2,2,1,1,1,2,1,2,5,2,1,36,3,666,1,2019,1,111,10,8,0.156174055687038,"0,237783815462362",1,0.25424459,"0,459941527"
504,5,5,1,2,6,4,8888,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,3,3,3,3,6,4,2,1,0,2,0,4,3,3,3,3,2,1,1,2,2,1,1,2,1,1,4,2,3,3,2,1,2,6666,1,6666,3,6,4,4,4,2,6,1,1500,2000,1500,1500,9999,9999,1,3,3,3,3,3,3,9999,9999,9999,9999,3,4,4,4,4,4,4,4,4,4,4,0.497531562165568,0.513604880382159,0.532130270792239,0.51071009026408,2,12,2,9,6,1,9,4,2,1,2,7,7,3,6,6,1,6,4,1,6,66,2,6,2,6,66,6,6,66,6,6,6,6,6,66,88,66,11,1,6,1,1,2,6,6,1,6,66,1,4,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,4,2,3,2,4,2,2,3,1,1,1,1,1,2,1,2,2,2,2,1,2,3,77,3,5,56,5,666,1,2019,6,400,0,0,2.92364034918743,"NA",2,2.389647478,"NA"
508,4,4,3,2,7,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,4,3,1,2,3,0,3,5,3,3,2,2,2,1,1,1,2,2,2,1,2,3,2,3,2,3,3,1,1,1,1,6666,6666,3,4,5,4,4,2,3,4,1200,1100,1100,1500,1600,1300,3,3,3,3,2,3,3,9999,4,9999,4,4,4,4,5,6,5,5,5,4,6,4,0.901750121736834,0.375561909623983,0.576398460476108,0.341219404163537,2,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,4,2,66,6,6,1,1,6,66,66,5,11,6,6,3,2,2,6,6,2,6,66,2,6,3,4,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,9,3,1,1,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,1,1,4,3,3,2,1,2,2,2,1,2,2,1,1,2,5,2,3,54,5,666,2,2019,7,111,9,7,0.298307331122843,"NA",1,0.379245575,"NA"
513,5,5,3,1,2,3,9,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,4,5,2,5,2,3,1,4,2,2,7,4,5,4,4,4,4,4,2,1,2,2,2,2,2,2,4,2,3,3,4,3,2,1,1,1,6666,6666,3,3,4,3,3,2,3,3,1200,1200,1300,1600,1600,1200,3,2,3,2,2,3,2,9999,4,4,9999,9999,6,6,7,2,6,6,6,1,3,1,0.834589905059025,0.633075428702991,0.464381315528118,0.731466426769448,1,13,1,1,6,2,6,3,2,3,1,1,6,6,6,6,1,6,9,3,6,66,2,6,2,6,66,8,6,66,1,6,6,6,6,66,66,66,11,6,6,1,1,1,1,1,1,6,66,1,7,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,11,9,1,1,1,1,2,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,1,2,2,4,2,2,4,2,1,2,2,2,1,1,1,1,7,3,5,20,2,666,1,2019,2,112,10,0,0.406973468019766,"NA",1,0.680572358,"NA"
514,5,5,1,1,1,3,4,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,3,3,4,9999,3,1,2,4,3,2,2,2,3,2,2,1,2,2,3,3,3,3,3,3,3,2,3,9999,2,1,1,6666,6666,2,4,5,4,4,3,3,4,1100,1100,1100,1100,2000,1100,9999,3,3,3,3,3,3,9999,9999,4,4,4,4,4,5,3,5,2,5,2,3,3,0.834589905059025,0.646205898987472,0.775766942053267,0.728782714194927,1,13,1,1,6,2,6,3,1,3,2,4,6,6,6,6,1,1,4,1,5,11,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,3,2,6,6,2,1,1,3,1,1,6,66,1,6,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,11,8,2,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,2,2,2,4,2,3,3,1,2,2,2,1,2,1,1,1,2,7,3,1,48,4,4,3,2019,1,111,10,8,3.59887483774525,"NA",1,3.202817782,"NA"
517,6,6,4,1,1,3,4,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,3,4,3,2,2,4,2,3,3,2,5,3,3,2,2,3,1,1,1,2,2,2,3,3,3,4,3,3,2,3,2,1,3,6666,6666,1,2,4,5,3,4,3,3,3,1400,1600,1800,1800,2300,1300,2,3,3,3,2,3,3,4,2,3,4,3,3,3,5,5,5,5,4,3,4,5,0.592413388025497,0.50937844769584,0.575746446247342,0.451202787429606,1,13,1,3,6,2,6,4,1,1,2,6,6,6,6,6,1,6,11,5,5,11,2,6,2,1,1,1,6,1,6,6,6,6,6,66,66,6,9,6,6,4,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,12,7,1,1,2,1,2,1,1,4,2,6,6,6,6,6,6,6,6,6,2,1,2,2,3,2,1,2,2,3,2,3,1,2,2,2,1,2,2,1,2,1,4,3,2,41,4,3,4,2019,1,112,10,3,0.0227748197793737,"0,282995450404085",1,0.035905221,"0,555619765"
518,4,4,3,2,3,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,3,3,3,4,2,6,3,2,3,3,3,4,3,3,3,3,3,2,1,2,1,2,2,2,2,3,4,3,3,3,3,1,2,2,6666,1,6666,3,4,5,4,4,3,3,4,1219,1219,1219,1300,1500,1219,3,3,3,3,3,3,3,2,2,2,4,4,3,4,7,2,5,6,5,2,5,4,0.464381315528118,0.487110131068749,0.442305681877581,0.370959643895689,2,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,1,2,66,6,6,2,1,6,66,66,5,6,6,6,1,1,2,6,6,2,6,66,1,4,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,77,99,3,1,1,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,2,2,3,2,1,2,2,2,1,2,3,2,1,2,2,2,2,1,2,2,5,3,5,41,4,666,1,2019,3,112,9,3,0.314360845027448,"NA",3,0.555614858,"NA"
519,3,3,3,2,6,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,4,3,5,3,3,1,3,2,3,3,8,2,1,1,1,1,1,2,2,2,1,2,1,1,3,2,2,1,3,3,1,2,2,6666,1,6666,3,5,5,3,4,2,3,3,1300,1300,1500,1800,1600,1400,1,2,3,2,2,3,2,4,2,9999,4,4,1,3,7,5,4,7,5,1,4,5,0.413908673990134,0.821590342769339,0.579330461169389,0.546768953118251,2,7,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,6,2,1,6,6,1,1,6,66,3,66,10,1,6,3,2,1,1,2,3,2,4,2,4,4,5,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,12,9,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,2,2,2,2,1,4,2,2,2,1,1,1,2,1,3,6,2,3,56,5,5,4,2019,6,111,9,7,1.05461520280746,"NA",1,1.195559888,"NA"
521,4,4,4,2,1,2,8888,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,3,4,2,5,2,6,3,4,2,8,4,5,3,3,3,3,4,1,2,1,2,2,1,1,1,1,3,4,4,2,2,2,2,3,6666,6666,1,4,1,5,5,3,4,4,5,1000,1200,1000,1000,1500,1200,5,3,3,3,3,3,3,9999,5,5,4,4,3,5,5,5,4,6,7,1,4,3,0.331628329880684,0.531613158784738,0.53627413759426,0.506644630236403,2,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,8,6,66,1,6,6,6,6,66,66,66,11,6,6,1,1,2,6,6,3,2,4,2,2,3,3,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,11,10,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,1,2,4,2,1,3,2,1,1,3,4,2,2,4,2,2,2,1,2,1,1,1,2,2,3,3,31,3,666,1,2019,1,111,10,8,0.369090456178845,"NA",1,0.496740401,"NA"
522,6,6,4,1,3,2,9,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,4,2,4,2,2,6,4,2,3,5,2,5,4,4,4,4,4,1,2,2,2,1,2,4,3,3,2,4,2,2,3,1,1,3,6666,6666,1,2,4,4,4,2,3,3,3,1800,1700,1900,1800,1900,1800,3,2,3,2,2,2,2,9999,9999,9999,4,9999,5,4,5,4,5,4,4,3,4,3,0.690663266288663,0.841740795478839,0.826348252629378,0.723224774339801,1,14,3,2,9,2,6,5,2,4,1,1,77,6,6,6,6,6,11,5,6,66,6,6,7,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,1,1,1,2,1,1,6,66,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,99,3,1,1,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,3,2,1,3,2,2,4,4,2,2,3,4,1,2,1,1,1,2,1,1,2,5,2,2,666,666,666,1,2019,3,111,9,7,0.0748172155979518,"0,176193023370404",3,0.138810695,"0,590475514"
525,3,3,2,1,6,2,6,2,1,1,2,2,2,2,2,2,2,1,2,2,3,6666,2,3,4,3,3,3,2,1,3,3,0,3,1,4,4,4,4,4,2,1,2,2,2,2,1,2,3,2,2,3,4,3,9999,1,2,6666,1,6666,3,1,5,4,5,3,2,5,900,1250,1500,1450,1850,1200,2,3,3,3,3,3,3,5,9999,9999,9999,5,4,1,6,4,4,6,6,1,4,4,0.444342882453114,0.750252935300759,0.76752528962362,0.815206925106399,1,9,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,7,2,2,7,6,6,1,1,1,2,1,6,6,6,1,1,6,66,66,4,1,6,6,4,3,2,6,6,2,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,11,4,1,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,3,7,2,2,51,5,5,4,2019,6,400,0,0,1.34359588928487,"NA",1,0.877933256,"NA"
528,6,6,2,2,2,2,7,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,2,4,3,2,6,4,2,3,6,2,7,3,3,3,3,3,1,2,2,2,1,2,2,2,3,4,3,2,3,3,1,2,2,6666,2,6666,3,4,5,5,4,4,3,4,1200,1000,1200,1300,1200,1200,3,3,3,3,3,3,3,2,9999,4,4,9999,4,3,5,2,4,5,5,2,5,2,0.685137652033487,0.68123860003618,0.761999675368443,0.706557832561646,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,7,2,6,66,2,6,2,6,66,9,6,66,2,6,6,6,6,66,66,66,1,6,1,1,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,10,9,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,1,3,2,2,2,1,2,2,2,4,1,1,2,2,2,2,1,2,1,1,2,5,2,4,10,1,666,1,2019,2,120,0,0,0.365870103392933,"NA",1,0.588662885,"NA"
531,2,2,2,2,3,4,9,2,1,1,2,2,2,2,1,2,2,2,2,1,3,6666,3,2,4,4,3,2,3,4,4,2,8,2,1,3,3,3,3,3,2,2,2,2,1,3,4,1,4,1,3,4,3,2,2,1,3,6666,6666,1,3,6,4,3,3,3,3,3,1300,1500,1300,1400,1800,1300,1,3,3,2,2,3,3,2,9999,9999,2,4,5,3,5,6,5,5,5,3,3,3,0.421366946455051,0.163325775662297,0.267740564363708,9999,2,6,1,1,6,2,6,4,1,1,2,3,8,3,6,1,1,6,7,2,4,10,2,2,2,2,3,1,6,4,6,6,6,6,6,66,66,1,10,6,6,2,1,2,6,6,3,1,5,2,9,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,7,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,1,1,2,2,2,2,2,1,1,4,2,4,3,5,1,56,5,5,3,2018,3,111,9,7,0.326460983890169,"2,40443153102473",1,0.161576444,"3,500151292"
533,3,3,4,2,2,2,8,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,2,3,3,3,2,3,3,3,3,2,5,4,2,3,3,3,3,3,2,2,1,1,2,2,1,1,3,3,4,3,4,3,2,2,3,6666,6666,1,3,5,5,5,5,4,4,4,1300,1300,1300,1400,1600,1300,1,3,3,3,3,3,3,4,4,4,4,4,6,3,6,4,6,4,6,3,5,3,0.529414232617768,0.604287637666517,0.516235704519256,9999,2,9,1,1,6,2,6,5,2,3,2,3,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,6,4,6,3,3,1,2,3,3,2,3,1,4,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,7,3,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,1,2,2,1,2,3,2,2,2,1,2,2,1,2,2,1,2,2,1,3,5,46,4,666,2,2018,2,111,8,7,0.404028450182061,"NA",1,0.397558258,"NA"
535,4,4,3,1,4,2,8888,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,5,4,2,4,2,3,2,1,2,3,2,1,5,3,2,2,2,3,1,2,2,2,1,3,2,3,3,3,3,2,3,3,1,1,1,2,6666,6666,2,3,3,4,3,3,3,4,1200,1300,1300,1400,1600,1500,3,2,2,3,2,2,3,4,2,2,4,4,5,4,5,4,5,4,5,3,4,3,0.777206462919098,0.748959479586065,0.706557832561646,0.74464495486796,1,9,1,1,6,2,6,3,1,3,2,6,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,1,6,6,4,1,6,66,3,66,2,2,6,4,3,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,4,1,3,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,7,2,3,47,4,4,4,2019,4,111,7,6,0.65426540350432,"NA",1,0.769986931,"NA"
536,5,5,2,2,5,2,7777,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,3,2,4,2,3,4,2,5,4,4,4,4,4,2,2,2,2,1,2,2,2,2,3,3,3,4,3,2,2,3,6666,6666,1,2,3,5,5,4,3,3,4,1400,1400,1200,1200,1700,1500,3,3,3,3,3,3,3,3,2,2,3,3,2,2,4,4,4,5,6,3,6,5,0.880329941208675,0.792171196621714,0.819469777627383,0.832648305725895,2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,7,2,5,11,2,2,2,2,6,4,6,5,6,6,6,6,6,66,66,4,11,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,9,1,1,1,1,2,2,2,4,1,2,2,2,2,2,2,2,2,1,3,2,3,1,3,2,2,3,3,5,2,2,1,2,2,2,1,2,2,1,1,1,3,2,2,46,4,3,3,2019,5,211,2,3,0.343774740604844,"0,680456097403113",1,0.591812912,"0,938652958"
537,6,6,2,1,7,3,8,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,2,3,2,4,3,3,7,2,5,4,3,3,3,4,1,2,2,2,1,1,1,2,3,2,1,2,1,4,1,1,1,1,6666,6666,2,3,5,4,5,2,3,3,1200,1600,1500,1400,1600,1300,5,3,3,2,2,3,2,2,2,4,4,4,4,4,2,4,5,5,4,1,5,5,0.914135640968503,0.510103469307061,0.426336147723865,0.608307954298479,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,6,2,2,6,2,6,2,1,1,2,6,4,6,6,6,6,6,66,66,2,2,6,6,4,1,2,6,6,1,6,66,1,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,10,3,1,1,2,1,1,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,2,1,2,1,2,2,2,1,2,1,3,1,2,6,3,2,61,6,5,4,2019,7,112,9,0,0.642507987274158,"0,911413420492696",1,0.724076956,"1,317068428"
538,3,3,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,3,6666,4,5,3,5,4,2,3,1,2,3,1,2,5,4,4,4,3,2,1,2,2,2,1,3,3,3,3,2,2,3,3,3,2,1,2,6666,1,6666,3,3,3,3,4,3,3,3,1200,1100,1400,1300,1800,1300,3,3,3,2,3,2,2,3,3,4,4,4,4,5,6,4,6,4,4,1,4,3,0.703189780158409,0.828040461067984,0.371657051520128,0.678475139550303,2,9,1,1,6,2,6,3,1,3,2,2,1,6,6,6,6,6,5,1,2,6,6,6,1,1,1,5,2,5,6,6,1,1,6,66,2,66,11,4,6,2,1,2,6,6,2,6,66,1,4,5,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,11,8,1,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,3,1,2,2,3,2,2,2,3,1,1,1,2,2,1,2,2,2,1,1,2,3,5,2,1,55,5,6,3,2019,2,112,6,0,1.2281970756958,"0,523060198428199",1,0.660662333,"0,586907559"
540,5,5,4,1,8,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,3,2,4,2,2,5,2,5,4,4,4,4,4,1,2,2,2,1,4,2,3,4,2,2,2,1,2,1,2,2,6666,1,6666,3,1,4,4,2,2,2,1,1200,900,1300,1500,1800,1400,5,3,3,2,2,2,2,4,1,4,4,4,2,3,7,2,6,6,6,4,6,2,0.880329941208675,0.9244361598451,0.83952678072789,0.847768433157537,1,13,2,3,6,1,2,4,1,1,2,7,3,2,6,6,6,6,11,5,1,5,2,6,2,1,1,4,6,2,6,6,6,6,6,66,66,6,9,6,6,4,1,1,3,4,1,6,66,1,5,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,10,3,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,3,2,4,2,2,1,3,1,1,2,1,1,2,2,2,1,1,1,2,2,7,2,1,41,4,5,4,2019,8,111,9,7,1.01652257889995,"NA",2,1.166736123,"NA"
